http://dbpedia.org/ontology/Architect;;;<A> has architected in how many cities?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/architect> <A> . ?x <http://dbpedia.org/property/locationTown> ?uri . ?uri a <http://dbpedia.org/ontology/City> };select distinct ?a where { ?x <http://dbpedia.org/ontology/architect> ?a . ?x <http://dbpedia.org/property/locationTown> ?uri . ?uri a <http://dbpedia.org/ontology/City> };901504aad5414f9b8ea3323d9f9f9e3a
http://dbpedia.org/ontology/ComicsCreator;;;<A> has created how many comics character ?;SELECT DISTINCT COUNT(?uri) where { ?uri <http://dbpedia.org/property/creators> <A> . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> };select distinct ?a where { ?uri <http://dbpedia.org/property/creators> ?a . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> };d5eec8fa9c454d71af0be385eb6d2193
http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/WrittenWork;;<B> is a work of <A>?;ASK where { <B> <http://dbpedia.org/ontology/previousWork> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/previousWork> ?a };11122ef7a8fb46d89a3d6b4d6757b990
http://dbpedia.org/ontology/ArchitecturalStructure;;;By what style was <A> made?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/style> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/style> ?uri };0f3429d03fd64266b8c2d76addb5c46c
http://dbpedia.org/ontology/Broadcaster;;;Count the number of judges who've come on <A> shows.;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/network> <A> . ?x <http://dbpedia.org/property/judges> ?uri };select distinct ?a where { ?x <http://dbpedia.org/ontology/network> ?a . ?x <http://dbpedia.org/property/judges> ?uri };f43f2072568f44aaa9450a64e62ca3da
http://dbpedia.org/class/yago/Actor109765278|http://dbpedia.org/class/yago/Entertainer109616922|http://dbpedia.org/class/yago/FilmMaker110088390|http://dbpedia.org/class/yago/Editor110044879|http://dbpedia.org/ontology/ComicsCreator;http://dbpedia.org/ontology/Person;;Did <A> create <B>?;ASK where { <B> <http://dbpedia.org/property/creators> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/property/creators> ?a };c1908db186d144338bc6f399f9c6864c
http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/ComicsCreator;;Did <B> create <A>?;ASK where { <A> <http://dbpedia.org/property/creators> <B> };select distinct ?a, ?b where { ?a <http://dbpedia.org/property/creators> ?b };b7900ed86fb84fd7a7f479831e72bfcb
http://dbpedia.org/ontology/Person;http://dbpedia.org/class/yago/Actor109765278|http://dbpedia.org/class/yago/Entertainer109616922|http://dbpedia.org/class/yago/FilmMaker110088390|http://dbpedia.org/class/yago/Editor110044879|http://dbpedia.org/ontology/ComicsCreator;;Did <B> create the <A>?;ASK where { <A> <http://dbpedia.org/property/creators> <B> };select distinct ?a, ?b where { ?a <http://dbpedia.org/property/creators> ?b };7645a46261d14d09a5d676889c29a695
;http://dbpedia.org/class/yago/Editor110044879;;Did <B> design <A>?;ASK where { <A> <http://dbpedia.org/ontology/designCompany> <B> };select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/designCompany> ?b };4d489bcad0334bd58b83cdeedbd1c5ec
;http://dbpedia.org/ontology/MusicGenre;;Did <B> originate in <A>?;ASK where { <B> <http://dbpedia.org/property/stylisticOrigins> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/property/stylisticOrigins> ?a };0e1747e68f354dd482d80063d88e8466
;http://dbpedia.org/ontology/MusicGenre;;Did <B> originate in <A>?;ASK where { <B> <http://dbpedia.org/ontology/stylisticOrigin> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/stylisticOrigin> ?a };df518a80342e4fb984830368c9884d96
;http://dbpedia.org/ontology/WrittenWork;;Does <B> belong to the genre <A>?;ASK where { <B> <http://dbpedia.org/ontology/literaryGenre> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/literaryGenre> ?a };63ca129cc4fa4a1a982e2980c540e35b
;http://dbpedia.org/ontology/ArchitecturalStructure;;Does <B> follow the architectural style of <A>?;ASK where { <B> <http://dbpedia.org/property/architecture> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/property/architecture> ?a };4a9b50b6f10f4e23bfacaee43d35e802
http://dbpedia.org/ontology/MusicGenre;;;Does the stylistic origins of <A> lie in the <B>?;ASK where { <A> <http://dbpedia.org/property/stylisticOrigins> <B> };select distinct ?a, ?b where { ?a <http://dbpedia.org/property/stylisticOrigins> ?b };574ac42d309a4676893b0f1e4f291a36
http://dbpedia.org/ontology/Broadcaster;;;Give me a count of everything owned by the network whose sister name is <A>?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/sisterNames> <A> . ?uri <http://dbpedia.org/property/network> ?x };select distinct ?a where { ?x <http://dbpedia.org/property/sisterNames> ?a . ?uri <http://dbpedia.org/property/network> ?x };921e9607ab704a2293e0d3c7a2e6dbe3
http://dbpedia.org/ontology/Person;;;Give me everything owned by networks which is lead by <A>?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/keyPerson> <A> . ?uri <http://dbpedia.org/ontology/network> ?x };select distinct ?a where { ?x <http://dbpedia.org/ontology/keyPerson> ?a . ?uri <http://dbpedia.org/ontology/network> ?x };3dbc2bb2e2064e068bbd736158623ba3
http://dbpedia.org/ontology/Person;;;Give me the total number of architect of the buildings whose one of the  architect was <A>?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/architect> <A> . ?x <http://dbpedia.org/property/architect> ?uri };select distinct ?a where { ?x <http://dbpedia.org/property/architect> ?a . ?x <http://dbpedia.org/property/architect> ?uri };681e53e68393454b864693eaa0ee2eb7
;;;How many architects are there who have made something used by <A>?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/tenant> <A> . ?x <http://dbpedia.org/property/architect> ?uri };select distinct ?a where { ?x <http://dbpedia.org/ontology/tenant> ?a . ?x <http://dbpedia.org/property/architect> ?uri };acbfdfd774604545abda627572f18dca
http://dbpedia.org/ontology/TelevisionShow;;;How many important things has the painter <A> done?;SELECT DISTINCT COUNT(?uri) where { <A> <http://dbpedia.org/property/creator> ?x . ?x <http://dbpedia.org/ontology/notableWork> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/creator> ?x . ?x <http://dbpedia.org/ontology/notableWork> ?uri };0aef9a11ec194002b66c6ff62f383798
http://dbpedia.org/ontology/Writer;;;How many important works have been done by <A>?;SELECT DISTINCT COUNT(?uri) where { <A> <http://dbpedia.org/ontology/notableWork> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/notableWork> ?uri };0dbbb933294f48bcab3c33d1298ef7e1
http://dbpedia.org/ontology/MusicGenre;;;How many items belong to the <A> genre?;SELECT DISTINCT COUNT(?uri) where { ?uri <http://dbpedia.org/property/genre> <A> };select distinct ?a where { ?uri <http://dbpedia.org/property/genre> ?a };8ae784fd30814515b6229d039f232b79
http://dbpedia.org/ontology/Architect;;;How many other architect are there of the historic places whose architect is also <A> ?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/architect> <A> . ?x <http://dbpedia.org/ontology/architect> ?uri };select distinct ?a where { ?x <http://dbpedia.org/ontology/architect> ?a . ?x <http://dbpedia.org/ontology/architect> ?uri };25e3cd095c5a460e818600f9908859d5
http://dbpedia.org/ontology/Person;;;How many people have parterned with the person choroegraphed by <A> in the past?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/formerChoreographer> <A> . ?x <http://dbpedia.org/ontology/formerPartner> ?uri . ?uri a <http://dbpedia.org/ontology/Person> };select distinct ?a where { ?x <http://dbpedia.org/ontology/formerChoreographer> ?a . ?x <http://dbpedia.org/ontology/formerPartner> ?uri . ?uri a <http://dbpedia.org/ontology/Person> };f6f3a47cf61449bdac6126a01ad39c30
http://dbpedia.org/ontology/Broadcaster;;;How many things are aired on <A>?;SELECT DISTINCT COUNT(?uri) where { ?uri <http://dbpedia.org/ontology/network> <A> };select distinct ?a where { ?uri <http://dbpedia.org/ontology/network> ?a };602d5f8103c345b1bf3b59a8f4fbcb01
;;;In how many different places can I fnd <A> buildings?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/architecturalStyle> <A> . ?x <http://dbpedia.org/property/address> ?uri };select distinct ?a where { ?x <http://dbpedia.org/property/architecturalStyle> ?a . ?x <http://dbpedia.org/property/address> ?uri };f0157809a86545afa67e70029372d9ef
http://dbpedia.org/class/yago/Entertainer109616922|http://dbpedia.org/ontology/MusicalArtist;;;In how many languages did <A> sing?;SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/artist> <A> . ?x <http://dbpedia.org/property/language> ?uri };select distinct ?a where { ?x <http://dbpedia.org/property/artist> ?a . ?x <http://dbpedia.org/property/language> ?uri };522b9a5a5c03491bbbb0b8eb89fc063f
