;;;Count the awards given to the recepients of <A>.;SELECT DISTINCT COUNT(?uri) where { ?x dbo:award <A> . ?x dbp:awards ?uri };select distinct ?a where { ?x dbo:award ?a . ?x dbp:awards ?uri };acbd41cd7e11412e8af8c45b2f8d29c6
;;;Count the awards received by <A>?;SELECT DISTINCT COUNT(?uri) where { ?x dbp:fields <A> . ?x dbo:award ?uri . ?uri a dbo:Award };select distinct ?a where { ?x dbp:fields ?a . ?x dbo:award ?uri . ?uri a dbo:Award };68b2123a04bb4f809d1d4e74e6c6d5a0
;;;Count the awards received by the ones who fought the <A>?;SELECT DISTINCT COUNT(?uri) where { ?x dbo:battle <A> . ?x dbo:award ?uri };select distinct ?a where { ?x dbo:battle ?a . ?x dbo:award ?uri };11b1b9c7215d497589a3b1657936580f
http://dbpedia.org/ontology/Award;;;How many awards have <A> awardwinners got?;SELECT DISTINCT COUNT(?uri) where { ?x dbp:awards <A> . ?x dbo:award ?uri . ?uri a dbo:Award };select distinct ?a where { ?x dbp:awards ?a . ?x dbo:award ?uri . ?uri a dbo:Award };4ed98081a2ca43378ff4dc849b61d133
http://dbpedia.org/ontology/Person;;;How many awards have <A> won?;SELECT DISTINCT COUNT(?uri) where { ?x dbo:occupation <A> . ?x dbo:award ?uri };select distinct ?a where { ?x dbo:occupation ?a . ?x dbo:award ?uri };ccfb1eb8fbba41d2931dfb71598a8784
http://dbpedia.org/ontology/City;;;How many awards have been awarded to people who are buried in <A>?;SELECT DISTINCT COUNT(?uri) where { ?x dbo:restingPlace <A> . ?x dbo:award ?uri };select distinct ?a where { ?x dbo:restingPlace ?a . ?x dbo:award ?uri };74ba4ac20ee641e9b1373420ec67138c
http://dbpedia.org/ontology/Person;;;How many awards have been given to <A>?;SELECT DISTINCT COUNT(?uri) where { ?x dbp:occupation <A> . ?x dbp:awards ?uri };select distinct ?a where { ?x dbp:occupation ?a . ?x dbp:awards ?uri };a0c73428e66a4f2bb89939cc2149d2bf
;;;How many awards have been given to the founder of <A>?;SELECT DISTINCT COUNT(?uri) where { <A> dbp:founder ?x . ?x dbo:award ?uri };select distinct ?a where { ?a dbp:founder ?x . ?x dbo:award ?uri };5e0acf4fd80d47b995488704002ac947
;;;How many awards have been received by graduates of <A>?;SELECT DISTINCT COUNT(?uri) where { ?x dbo:training <A> . ?x dbo:award ?uri };select distinct ?a where { ?x dbo:training ?a . ?x dbo:award ?uri };82a6252eb38448dba20dc6489bc2b39c
;;;How many awards have the <A> received?;SELECT DISTINCT COUNT(?uri) where { ?x dbo:stateOfOrigin <A> . ?x dbp:awards ?uri };select distinct ?a where { ?x dbo:stateOfOrigin ?a . ?x dbp:awards ?uri };b96656337c6747a381cea7ab41528178
;;;How many different people own the <A> award winners?;SELECT DISTINCT COUNT(?uri) where { ?x dbp:awards <A> . ?x dbo:owner ?uri . ?uri a dbo:Person };select distinct ?a where { ?x dbp:awards ?a . ?x dbo:owner ?uri . ?uri a dbo:Person };8052e68b93484281a78f6b9bbf08ce39
