dbo:Place;;;what is the abstract of <A>;select ?a where { <A> <http://dbpedia.org/ontology/abstract> ?a };select ?a where { ?a <http://dbpedia.org/ontology/abstract> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the access of <A>;select ?a where { <A> <http://dbpedia.org/ontology/access> ?a };select ?a where { ?a <http://dbpedia.org/ontology/access> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the end of active years of <A>;select ?a where { <A> <http://dbpedia.org/ontology/activeYearsEndDate> ?a };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsEndDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the end year of active years of <A>;select ?a where { <A> <http://dbpedia.org/ontology/activeYearsEndYear> ?a };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsEndYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start of active years of <A>;select ?a where { <A> <http://dbpedia.org/ontology/activeYearsStartDate> ?a };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsStartDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start year of active years of <A>;select ?a where { <A> <http://dbpedia.org/ontology/activeYearsStartYear> ?a };select ?a where { ?a <http://dbpedia.org/ontology/activeYearsStartYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the address of <A>;select ?a where { <A> <http://dbpedia.org/ontology/address> ?a };select ?a where { ?a <http://dbpedia.org/ontology/address> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the affiliation of <A>;select ?a where { <A> <http://dbpedia.org/ontology/affiliation> ?a };select ?a where { ?a <http://dbpedia.org/ontology/affiliation> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the age range of <A>;select ?a where { <A> <http://dbpedia.org/ontology/ageRange> ?a };select ?a where { ?a <http://dbpedia.org/ontology/ageRange> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the album of <A>;select ?a where { <A> <http://dbpedia.org/ontology/album> ?a };select ?a where { ?a <http://dbpedia.org/ontology/album> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the alias of <A>;select ?a where { <A> <http://dbpedia.org/ontology/alias> ?a };select ?a where { ?a <http://dbpedia.org/ontology/alias> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the alternative name of <A>;select ?a where { <A> <http://dbpedia.org/ontology/alternativeName> ?a };select ?a where { ?a <http://dbpedia.org/ontology/alternativeName> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the animal of <A>;select ?a where { <A> <http://dbpedia.org/ontology/animal> ?a };select ?a where { ?a <http://dbpedia.org/ontology/animal> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the anthem of <A>;select ?a where { <A> <http://dbpedia.org/ontology/anthem> ?a };select ?a where { ?a <http://dbpedia.org/ontology/anthem> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the appointer of <A>;select ?a where { <A> <http://dbpedia.org/ontology/appointer> ?a };select ?a where { ?a <http://dbpedia.org/ontology/appointer> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area of <A>;select ?a where { <A> <http://dbpedia.org/ontology/area> ?a };select ?a where { ?a <http://dbpedia.org/ontology/area> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area code of <A>;select ?a where { <A> <http://dbpedia.org/ontology/areaCode> ?a };select ?a where { ?a <http://dbpedia.org/ontology/areaCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the land area of <A>;select ?a where { <A> <http://dbpedia.org/ontology/areaLand> ?a };select ?a where { ?a <http://dbpedia.org/ontology/areaLand> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the metro are of <A>;select ?a where { <A> <http://dbpedia.org/ontology/areaMetro> ?a };select ?a where { ?a <http://dbpedia.org/ontology/areaMetro> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area of catchment quote of <A>;select ?a where { <A> <http://dbpedia.org/ontology/areaOfCatchmentQuote> ?a };select ?a where { ?a <http://dbpedia.org/ontology/areaOfCatchmentQuote> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area quote of <A>;select ?a where { <A> <http://dbpedia.org/ontology/areaQuote> ?a };select ?a where { ?a <http://dbpedia.org/ontology/areaQuote> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area total of <A>;select ?a where { <A> <http://dbpedia.org/ontology/areaTotal> ?a };select ?a where { ?a <http://dbpedia.org/ontology/areaTotal> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the area water of <A>;select ?a where { <A> <http://dbpedia.org/ontology/areaWater> ?a };select ?a where { ?a <http://dbpedia.org/ontology/areaWater> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;who is the associate of <A>;select ?a where { <A> <http://dbpedia.org/ontology/associate> ?a };select ?a where { ?a <http://dbpedia.org/ontology/associate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the associated band of <A>;select ?a where { <A> <http://dbpedia.org/ontology/associatedBand> ?a };select ?a where { ?a <http://dbpedia.org/ontology/associatedBand> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the associated musical artist of <A>;select ?a where { <A> <http://dbpedia.org/ontology/associatedMusicalArtist> ?a };select ?a where { ?a <http://dbpedia.org/ontology/associatedMusicalArtist> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the atc prefix of <A>;select ?a where { <A> <http://dbpedia.org/ontology/atcPrefix> ?a };select ?a where { ?a <http://dbpedia.org/ontology/atcPrefix> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the atc suffix of <A>;select ?a where { <A> <http://dbpedia.org/ontology/atcSuffix> ?a };select ?a where { ?a <http://dbpedia.org/ontology/atcSuffix> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the authority of <A>;select ?a where { <A> <http://dbpedia.org/ontology/authority> ?a };select ?a where { ?a <http://dbpedia.org/ontology/authority> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the average depth of <A>;select ?a where { <A> <http://dbpedia.org/ontology/averageDepth> ?a };select ?a where { ?a <http://dbpedia.org/ontology/averageDepth> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the average depth quote of <A>;select ?a where { <A> <http://dbpedia.org/ontology/averageDepthQuote> ?a };select ?a where { ?a <http://dbpedia.org/ontology/averageDepthQuote> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the average speed of <A>;select ?a where { <A> <http://dbpedia.org/ontology/averageSpeed> ?a };select ?a where { ?a <http://dbpedia.org/ontology/averageSpeed> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the award of <A>;select ?a where { <A> <http://dbpedia.org/ontology/award> ?a };select ?a where { ?a <http://dbpedia.org/ontology/award> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the background of <A>;select ?a where { <A> <http://dbpedia.org/ontology/background> ?a };select ?a where { ?a <http://dbpedia.org/ontology/background> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the battle of <A>;select ?a where { <A> <http://dbpedia.org/ontology/battle> ?a };select ?a where { ?a <http://dbpedia.org/ontology/battle> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the bibsys id of <A>;select ?a where { <A> <http://dbpedia.org/ontology/bibsysId> ?a };select ?a where { ?a <http://dbpedia.org/ontology/bibsysId> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the biome of <A>;select ?a where { <A> <http://dbpedia.org/ontology/biome> ?a };select ?a where { ?a <http://dbpedia.org/ontology/biome> [] . ?a a <http://dbpedia.org/ontology/Place> }
