dbo:Person;;;<A> has how many relatives?;SELECT DISTINCT COUNT(?uri) where { <A> dbp:relatives ?uri };select distinct ?a where { ?a dbp:relatives ?uri };0823c2c40ec44ed38548274caa96984d
dbo:Person;;;<A> has won how many awards?;SELECT DISTINCT COUNT(?uri) where { <A> dbo:award ?uri };select distinct ?a where { ?a dbo:award ?uri };29513d9bf3fb453da72170be9f27bc0d
dbo:Person;;;<A> is from which city?;SELECT DISTINCT ?uri where { <A> dbo:hometown ?uri };select distinct ?a where { ?a dbo:hometown ?uri };1f283dc1bb87433d804608abb6d42fb9;
dbo:Person;;;Count the affiliations of <A>?;SELECT DISTINCT COUNT(?uri) where { <A> dbp:affiliation ?uri };select distinct ?a where { ?a dbp:affiliation ?uri };e18fd4075a914d4a8455c72375bdd4b9
dbo:Person;;;Count the different causes of death of <A>.;SELECT DISTINCT COUNT(?uri) where { ?x dbo:religion <A> . ?x dbo:deathCause ?uri };select distinct ?a where { ?x dbo:religion ?a . ?x dbo:deathCause ?uri };7fc3026611784ca68abe446d974bf7fb
dbo:Person;;;Did <A> did his highschool in <B>?;ASK where { <A> dbp:highSchool <B> };select distinct ?a, ?b where { ?a dbp:highSchool ?b };cbfdaaad592b4ef7b08d5ad4d0d0ac09
dbo:Person;;;Did <A> study at the <B> university?;ASK where { <A> dbp:university <B> };select distinct ?a, ?b where { ?a dbp:university ?b };e3a008c553da49fd876ece5a7c775750
dbo:Person;;;Did <A> study at the <B>?;ASK where { <A> dbo:institution <B> };select distinct ?a, ?b where { ?a dbo:institution ?b };d15fc086b4a342d0a45205ffd6963f8c
dbo:Person;;;Did <A> study at the <B>?;ASK where { <A> dbo:university <B> };select distinct ?a, ?b where { ?a dbo:university ?b };3ae2345e8e8844b1bcdc731a3b106eb9
dbo:Person;;;Did <A> study in <B>?;ASK where { <A> dbp:highSchool <B> };select distinct ?a, ?b where { ?a dbp:highSchool ?b };9c1ea109b00f4f5aba49d87f8fac3deb
dbo:Person;;;Did <A> study in the <B>?;ASK where { <A> dbo:institution <B> };select distinct ?a, ?b where { ?a dbo:institution ?b };bd015efa79cc4cf6ace73ea181c96abd
