dbo:Place;;;what is the abstract of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/abstract> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/abstract> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the access of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/access> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/access> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the end of active years of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/activeYearsEndDate> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/activeYearsEndDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the end year of active years of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/activeYearsEndYear> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/activeYearsEndYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start of active years of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/activeYearsStartDate> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/activeYearsStartDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;when is the start year of active years of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/activeYearsStartYear> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/activeYearsStartYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the address of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/address> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/address> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the affiliation of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/affiliation> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/affiliation> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the age range of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/ageRange> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ageRange> [] . ?a a <http://dbpedia.org/ontology/Place> }
dbo:Place;;;what is the album of <X>;SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/album> ?x };SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/album> [] . ?a a <http://dbpedia.org/ontology/Place> }
